,Food Name,Glycemic Load,Completeness Score,Amino Acid Score
737,authentic mexican recipe salsa,,,
738,la choy teriyaki stir fry,,,
739,black bean corn dip,,,
740,black bean hummus with spicy,,,
741,energy water orange tangerine,,,
742,peanut bar chocolate covered candy,,,
743,pork ham bone in mbg,,,
744,banana twin pops,,,
745,oil cold pressed flaxseed,,,
746,chia seed drink with strawberry,,,
747,extra virgin olive oil spray,,,
748,balsamic vinaigrette organic dressing,,,
749,puddings fat free readytoeat vanilla,,,
750,gelatin shot alcoholic,,,
751,walrus raw alaska native liver,1.0,32.0,
752,fruit and cheese snacker,,,
753,udis soft delicious white sandwich,,,
754,zico natural pure premium coconut,,,
755,annies deluxe four cheese macaroni,,,
756,keebler sandies cookies shortbread bites,,,
757,potato from restaurant hash brown,,,
758,turnover or dumpling lemon,,,
759,cherry drink,,,
760,chipotle salsa,0.0,17.0,0.0
761,banana pudding ice cream,,,
762,a blend of stevia monk,,,
763,cacio e pepe pearled couscous,,,
764,diet coke twisted mango can,,,
765,fish raw mixed species sea,0.0,41.0,148.0
766,wholesome fast food,,,
767,godiva flourless chocolate torte baking,,,
768,apricot fruit spread,,,
769,cereal nature valley granola,29.0,24.0,
770,organic black sesame nut seedmilk,,,
771,gamesa arcoiris marshmallow cookies ounce,,,
772,probiotic beverage,,,
773,noodles dry enriched spinach egg,16.0,42.0,59.0
774,beef patties,0.0,33.0,49.0
775,pie crust made with enriched,58.0,15.0,36.0
776,pie unenriched flour commercially prepared,21.0,15.0,72.0
777,beet horseradish time honoured old,,,
778,aioli basil,,,
779,rice fat added with vegetables,,,
780,breadsticks from frozen with parmesan,,,
781,basil infused extra virgin olive,,,
782,lasagna with meat from restaurant,,,
783,organic cannellini beans,,,
784,ginger root pickled,,,
785,japanese style udon noodles,,,
786,pomegranate flavored drink,,,
787,fish dry heat cooked sheepshead,0.0,41.0,148.0
788,coconut water with a guava,,,
789,divine organics raw creamy sweet,,,
790,iced tea lemonade juice drink,,,
791,protein sports drink,,,
792,cowpeas blackeyes without salt drained,13.0,69.0,116.0
793,tropicana twister tropical fruit fury,,,
794,flax seeds,,,
795,boneless pork loin strap off,,,
796,bold spicy seasoned with cilantro,,,
797,cookies plain or honey includes,43.0,22.0,46.0
798,odoms tennessee pride homestyle sausage,,,
799,tuttorosso green diced tomatoes no,,,
800,crab fat added baked or,,,
801,pie two crust pineapple,,,
802,bananas raw ripe and slightly,,,
803,black tea with lemon unsweetened,,,
804,berry blast flavor energy liquid,,,
805,margarita mix,,,
806,bushs best maple style baked,,,
807,clams not specified as to,,,
808,classic genovese pesto sauce,,,
809,cabbage without salt drained boiled,1.0,85.0,67.0
810,bronze die pasta,,,
811,chef earls jalapeno hummus,,,
812,asian seafood sauce,,,
813,sea lion kidney alaska native,0.0,35.0,0.0
814,banjo cold brew coffee,,,
815,corn chips reduced sodium,,,
816,pork panbroil heated separable lean,,,
817,pie one crust peach,,,
818,boneless ham strak,,,
819,bartlett pear halves packed in,,,
820,chicagos premium pizzeria,,,
821,acini di pepe macaroni product,,,
822,citrus flavored beverage,,,
823,bronze cut penne pasta,,,
824,awesome ice cream tahitian vanilla,,,
825,frankfurter low fat beef,2.0,26.0,
826,frito lay nut and chocolate,,,
827,super hydration sports drink orange,,,
828,honey drop raw manuka,,,
829,fresca bottle liters,,,
830,springtime candy filled with fun,,,
831,organic freerange egg pasta spinach,,,
832,beverages readytodrink chocolate almond milk,,,
833,almond toppings seasoned sliced almonds,,,
834,bbq baked beans bourbon molasses,,,
835,egg omelet or scrambled not,,,
836,chopbiccphsegmetozz,,,
837,bacon egg and cheese panini,,,
838,caramel iced coffee drink,,,
839,pringles crisps spicy chicken taco,,,
840,cereal kelloggs raisin bran,29.0,56.0,
841,carrs crackers mixed seed,,,
842,burgundy cooking wine,,,
843,yoplait original vanilla low fat,,,
844,peas and carrots fat added,,,
845,mexican chocolate tablet,,,
846,larabar cherry pie mini fruit,,,
847,spanish rice mix prepared with,,,
848,barley no added fat,,,
849,soft drink diet root beer,,,
850,cake chocolate pound,,,
851,chicken flour fried cooked meat,2.0,27.0,133.0
852,bruschetta italian dressing,,,
853,essential cane flavored sugar dark,,,
854,beef raw lean only strip,0.0,45.0,
855,kahala precooked slab bacon special,,,
856,tomato aspic,,,
857,atkins potts classic dijon mustard,,,
858,lettuce no dressing with or,,,
859,peanut butter sandwich on white,,,
860,everyday value organic low fat,,,
861,chicken drumstick from fast food,,,
862,chocolate original nutrition shake,,,
863,lays kettle cooked less fat,,,
864,cascadian farm organic wedge cut,,,
865,cabbage fat added cooked chinese,,,
866,dominos cheese pizza classic handtossed,,,
867,squash without salt baked cooked,8.0,71.0,72.0
868,blueberry lemon organic non gmo,,,
869,blueberry light oolong tea,,,
870,vodka and lemonade,,,
871,egg and sausage on biscuit,,,
872,quaker strawberry breakfast shake fl,,,
873,organic manuka honey drops with,,,
874,bertolli roasted chicken risotto dinner,,,
875,spanish rice not specified as,,,
876,vinegar balsamic,0.0,0.0,
877,bobs red mill triticale berries,,,
878,everyday value fruit spread raspberry,,,
879,blue cheese dressing dip cups,,,
880,cereals readytoeat familia,,,
881,bushs pinto bean pack,,,
882,best foods low fat mayonnaise,,,
883,waxgourd raw chinese preserving melon,0.0,65.0,
884,healthy choice simply steamers grilled,,,
885,alcoholic beverage prepared from item,1.0,3.0,
886,organic black rice ramen,,,
887,organic whole flaxseed,,,
888,chicken thigh skin not eaten,,,
889,bertolli shrimp asparagus meal,,,
890,italian style seasoned panko bread,,,
891,pork braised cooked separable lean,0.0,37.0,150.0
892,egg omelet or scrambled not,,,
893,ancient grain teff oat flour,,,
894,fish no added fat baked,,,
895,amira basmati rice smoked,,,
896,rice fat added cooked cream,,,
897,plain joconde sheets,,,
898,egg omelet or scrambled not,,,
899,good thins crackers wheat ancient,,,
900,motts assorted fruit flavored snacks,,,
901,halvah plain,,,
902,gatorade strawberry lemonade thirst quncher,,,
903,sweet potato made with butter,,,
904,black garlic,,,
905,del monte superfruit pear chunks,,,
906,chesters puffcorn butter puffered corn,,,
907,turkey roasted cooked meat and,0.0,34.0,139.0
908,coffee presweetened with low calorie,,,
909,cookies without lemon juice and,5.0,27.0,126.0
910,mothers ginger snap,,,
911,shellfish mixture and vegetables including,,,
912,bushs bold spicy baked beans,,,
913,curry sauce with vegetables,,,
914,pork braised cooked separable lean,0.0,37.0,150.0
915,candies reeses peanut butter cups,2.0,16.0,
916,caffeine sparkling water,,,
917,big pops,,,
918,garden of life raw organics,,,
919,green tea beverage,5.0,22.0,
920,tostada shells corn,,,
921,all natural picante sauce,,,
922,calorie free brewed iced tea,,,
923,cornmeal puerto rican style,,,
924,santiam bean salad,,,
925,louisiana long grain brown rice,,,
926,beef grilled cooked all grades,0.0,43.0,94.0
927,campbells sauces sesame,,,
928,avocado salsa with fresh tomatillos,,,
929,nutrition bar balance original,,,
930,all natural french onion dip,,,
931,everyday value black bean corn,,,
932,beef raw all grades trimmed,0.0,41.0,94.0
933,blue smoke sweet onion salsa,,,
934,ruffles queso cheese potato chips,,,
935,potato with gravy made milk,,,
936,golazo replenishing electrolyte drink mango,,,
937,beef broiled cooked all grades,0.0,43.0,154.0
938,autentico italiano gelato,,,
939,ostrich raw ground,0.0,46.0,127.0
940,turkey not further speficied,,,
941,fresh lemon,,,
942,roots mango spice,,,
943,eel steamed or poached,,,
944,kfc skin and breading removed,,,
945,italian seasoned breadcrumbs,,,
946,apple cider vinegar with the,,,
947,cream heavy,0.0,14.0,137.0
948,turnover unprepared frozen tomatobased sauce,,,
949,campbells chunky soup clam,9.0,17.0,
950,chicken fried cooked meat only,1.0,30.0,136.0
951,cereal maltomeal golden puffs,,,
952,chicken raw giblets roasting,0.0,68.0,127.0
953,applewood smoked deli style turkey,,,
954,acorn stew apache,1.0,45.0,84.0
955,classic organic coconut water,,,
956,ostrich raw top loin,0.0,50.0,127.0
957,betty crocker blueberry muffin mix,17.0,2.0,
958,orville redenbachers natural mini salt,,,
959,eel not specified as to,,,
960,mint julep,,,
961,bread toasted whole wheat pita,,,
962,kelloggs other licensed fruit pieces,,,
963,capellini sorghum pasta,,,
964,nuts roasted japanese chestnuts,8.0,39.0,113.0
965,frankfurter or hot dog sandwich,,,
966,condensed vindaloo masala hot,,,
967,artisan regionali pasta busiati trapanesi,,,
968,milk low fat acidophilus,,,
969,authentic mexican style queso dip,,,
970,sweetheart shell butter,,,
971,salami beef pork dry or,0.0,28.0,
972,apricot organic preserves,,,
973,pork chop lean and fat,0.0,38.0,151.0
974,great value distilled white vinegar,,,
975,beverage rhubarb,,,
976,gatorade orange thirst quencher fluid,,,
977,amp energy boosted drink wild,,,
978,a blend of organic col,,,
979,egg omelet or scrambled no,,,
980,mustard greens without salt drained,0.0,89.0,56.0
981,watermelon cold pressured juiced water,,,
982,sweet iced tea mix lemon,,,
983,beef stroganoff with noodles,,,
984,barbqsauce extra hot,,,
985,bow tie enriched macaroni product,,,
986,bertolli chicken parmigianino and penne,,,
987,ac hot and sweet popcorn,,,
988,taro shoots without salt cooked,2.0,67.0,
989,hidden veggies fruit spread caramel,,,
990,white rice pasta maccheroni,,,
991,berry blend sparkling water,,,
992,bonelli light in taste olive,,,
993,bai antioxidant infusions antioxidantinfused beverage,,,
994,air filled fritter or fried,,,
995,ambrosia delight,,,
996,almirante smoked cooked chicken and,,,
997,berry electrolyte water beverage,,,
998,claim jumper caramel apple pie,,,
999,brew time authentic tavern style,,,
1000,naked juice coconut water peach,,,
1001,burrito frozen bean and cheese,17.0,42.0,65.0
1002,natural sparkling coconut water,,,
1003,authentic smooth aromatic well balanced,,,
1004,veal patty cooked breaded,,,
1005,cheese stuffed crust supreme pizza,,,
1006,chinesestyle orange sauce,,,
1007,barilla tortelloni ricotta spinach,,,
1008,bty crk frt gshrs mood,,,
1009,potatoes skin with salt in,7.0,46.0,109.0
1010,keebler oatmeal cookies original,,,
1011,cheetos regular z,,,
1012,z smart foods reduced fat,,,
1013,fish drained solids with bone,0.0,45.0,148.0
1014,barbq sauce sweet mild,,,
1015,shortening soy partially hydrogenated for,0.0,2.0,0.0
1016,veal braised cooked separable lean,0.0,27.0,139.0
1017,bacon cheeseburger hamburger helper,,,
1018,betty crocker sweet rewards chocolate,,,
1019,artisancrafted salame tuscana with a,,,
1020,claim jumper lattice cherry pie,,,
1021,a semisoft washed rind cheese,,,
1022,hash patties lb fully cooked,,,
1023,kellogg breakfast mix cinnamon roasted,,,
1024,best foods organic mayonnaise dressing,,,
1025,chuka soba curly noodles,,,
1026,easy quinoa garlic herb,,,
1027,stuffed pork roast puerto rican,,,
1028,beef braised cooked all grades,0.0,38.0,94.0
1029,lamb raw choice trimmed to,0.0,8.0,141.0
1030,pasta readytoheat and added vegetables,,,
1031,blue sanding sugar,,,
1032,sodastream waters zeros sparkling water,,,
1033,natural sports drinks,,,
1034,sweet gala apples with mild,,,
1035,salad dressing without salt reduced,33.0,15.0,
1036,potato chips unsalted reduced fat,,,
1037,del monte pear halves cinnamon,,,
1038,dark sweet cherries,,,
1039,immaculate baking yellow cake scratch,,,
1040,ginger sesame sauce,,,
1041,mustard greens no added fat,,,
1042,singles,9.0,71.0,
1043,cheese fries,23.0,13.0,
1044,hunts tomato sauce,,,
1045,hunts diced tomatoes with rosemary,,,
1046,classic mixed vegetables no added,,,
1047,artichoke raw,4.0,78.0,
1048,authentico taco sauce,,,
1049,pastrami reduced fat made from,,,
1050,bigga ginger beer flavoured soft,,,
1051,popeyes skin and breading mild,6.0,29.0,85.0
1052,deep applewood smoked center cut,,,
1053,baking spray,,,
1054,cheese sandwich with butter on,,,
1055,chow mein noodles,15.0,27.0,37.0
1056,pasta with cream sauce home,,,
1057,frankfurter or hot dog sandwich,,,
1058,bushs honey chipotle grillin beans,,,
1059,fruit salad with nondairy whipped,,,
1060,skinny on the rocks margarita,,,
1061,black blue berry cherry jam,,,
1062,rice fat added with other,,,
1063,all natural ultra premium ice,,,
1064,beverages cran cherry ocean spray,,,
1065,pillsbury apple toaster strudel pastries,,,
1066,chocolate milk made from dry,,,
1067,popcorn not further speficied microwave,,,
1068,rice not specified as to,,,
1069,pancakes from fast food restaurant,,,
1070,blueberries frozen wild,1.0,36.0,0.0
1071,yoplait lf ygrt mixed berrystrwbry,,,
1072,chicken tail,,,
1073,extra hot prepared horseradish,,,
1074,chicory roots raw,5.0,44.0,
1075,sausage smoked low fat and,26.0,45.0,
1076,sport electrolytes vitamins b liquid,,,
1077,harris teeter inc basmati brown,,,
1078,buddig premium deli black forest,,,
1079,a blend of diced portabella,,,
1080,beans with salt boiled cooked,21.0,52.0,79.0
1081,low calorie vitamin mineral drink,,,
1082,liquid water enhancer sweet tea,,,
1083,cereal nestum,2.0,68.0,
1084,del monte red grapefruit sections,,,
1085,genoa salame provolone cheese hard,,,
1086,cauliflower milk creamy alfredo sauce,,,
1087,arheon lupini beans,,,
1088,sierra mist lemon lime and,,,
1089,crushed tomatoes in rich puree,,,
1090,cocktail sea salt,,,
1091,seasoned kale greens,,,
1092,doughnut with icing cake type,,,
1093,salad dressing omega plus light,,,
1094,rice prepared enriched precooked or,24.0,27.0,55.0
1095,gonzaley coconut water,,,
1096,archway home style cookies peanut,7.0,12.0,
1097,ben jerrys ice cream keep,,,
1098,hot chocolate cocoa made with,,,
1099,puddings regular dry mix coconut,49.0,6.0,
1100,apple juice with added ascorbic,6.0,21.0,
1101,hardwood smoked honey cured center,,,
1102,crackers egg and onion matzo,14.0,33.0,55.0
1103,waffle from frozen gluten free,,,
1104,chichis taco sauce mild,,,
1105,huberts mango lemonade,,,
1106,lamb raw trimmed to fat,0.0,33.0,141.0
1107,apple and lemon juice concentrates,,,
1108,david original sunflower seeds,,,
1109,everyday value tomato sauce,,,
1110,beverages sweetened readytodrink green tea,,,
1111,fish dried alaska native whitefish,0.0,49.0,116.0
1112,bertolli italian sausage and rigatoni,,,
1113,green white tea unsweetened,,,
1114,bread toasted enriched raisin,9.0,37.0,49.0
1115,milk chocolate candle,,,
1116,chicken skin eaten sauteed not,,,
1117,all natural marinara pasta sauce,,,
1118,half lemonade and brewed iced,,,
1119,chicken fire roasted vegetable whole,,,
1120,bushs steakhouse recipe grillin beans,,,
1121,basil garlic oregano no salt,,,
1122,fast foods meat and skin,,,
1123,cereal or granola bar general,,,
1124,shortening lard and vegetable oil,0.0,1.0,0.0
1125,milk with added vitamin a,2.0,40.0,137.0
1126,yoplait custard banana yogurt made,,,
1127,cake cherry fudge with chocolate,14.0,25.0,106.0
1128,capn crunch sweetened corn oat,,,
1129,chipotle medium taco sauce,,,
1130,dark roast lightning ground coffee,,,
1131,caffeine free citrus twist lemon,,,
1132,seaweed raw spirulina,1.0,61.0,103.0
1133,ocean perch raw,0.0,53.0,148.0
1134,turkey raw meat and skin,0.0,33.0,138.0
1135,berriyaki sauce,,,
1136,soft taco with chicken and,,,
1137,bronze die artisan pasta campanelle,,,
1138,snacks ricebased oriental mix,,,
1139,vanilla wafer dessert base,,,
1140,lotus root without salt drained,3.0,55.0,48.0
1141,kishke stuffed derma,,,
1142,parmesan romano grated cheese,,,
1143,slim jim barbeque stick,,,
1144,veal chop lean only eaten,,,
1145,beef grilled cooked choice trimmed,0.0,41.0,94.0
1146,soup canned healthy choice garden,11.0,29.0,
1147,chicken salad on white,,,
1148,nutrition bar zone perfect classic,,,
1149,premium vanilla,8.0,11.0,
1150,herbal bliss jasmine tea with,,,
1151,mushrooms raw enoki,0.0,61.0,78.0
1152,turkey roast raw light and,46.0,42.0,145.0
1153,antioxidant beverage bogota blackberry lime,,,
1154,a frozen confection,,,
1155,sunshine krispy crackers soup oyster,,,
1156,authentic italian salumi,,,
1157,potato fried from frozen french,,,
1158,peanuts with salt oilroasted valencia,,,
1159,corn unprepared kernels on cob,12.0,51.0,83.0
1160,sweet potato fat added canned,,,
