,Food,Matching Food,Category of Matching Food,Number of common flavor molecules
604,Bantu Beer,White Wine Beverage,Wine,8
605,Bantu Beer,Apricot,Fruit,8
606,Bantu Beer,Banana,Fruit,8
607,Bantu Beer,Melon,Fruit,8
608,Bantu Beer,Starfruit,Fruit,8
609,Bantu Beer,Tomato Vegetable,Vegetable,8
610,Bantu Beer,Scotch Whisky Beverage,Whisky,7
611,Bantu Beer,Wine Beverage,Beverage,7
612,Bantu Beer,Bilberry Wine Beverage,Wine,7
613,Bantu Beer,Botrytized Wine Beverage,Wine,7
614,Bantu Beer,Champagne Beverage,Beverage,7
615,Bantu Beer,Plum Wine Beverage,Wine,7
616,Bantu Beer,Port Wine Beverage,Wine,7
617,Bantu Beer,Red Wine Beverage,Wine,7
618,Bantu Beer,Rose Wine Beverage,Wine,9
619,Bantu Beer,Sherry Beverage,Beverage,7
620,Bantu Beer,Sparkling Wine Beverage,Wine,7
621,Bantu Beer,Strawberry Wine Beverage,Wine,7
622,Bantu Beer,Oats,Cereal,7
623,Bantu Beer,Blue Cheese,Cheese,7
624,Bantu Beer,Camembert Cheese,Cheese,7
625,Bantu Beer,Cheddar Cheese,Cheese,7
626,Bantu Beer,Comte Cheese,Cheese,9
627,Bantu Beer,Gruyere Cheese,Cheese,8
628,Bantu Beer,Parmesan Cheese,Cheese,7
629,Bantu Beer,Provolone Cheese,Cheese,7
630,Bantu Beer,Swiss Cheese,Cheese,7
631,Bantu Beer,Black Currant,Currant,7
632,Bantu Beer,Fig,Fruit,7
633,Bantu Beer,Guava,Fruit,7
634,Bantu Beer,Mango,Fruit,7
635,Bantu Beer,Papaya,Fruit,7
636,Bantu Beer,Passionfruit,Fruit,7
637,Bantu Beer,Pear,Fruit,7
638,Bantu Beer,Plum,Fruit,7
639,Bantu Beer,Mushroom,Fungus,7
640,Bantu Beer,Spearmint,Herb,7
641,Bantu Beer,Kidney Beans,Beans,7
642,Bantu Beer,Peas,Legume,7
643,Bantu Beer,Soybean,Legume,7
644,Bantu Beer,Potato Vegetable,Vegetable,7
645,Bantu Beer,Bread,Bakery,6
646,Bantu Beer,Apple Brandy Beverage,Brandy,6
647,Bantu Beer,Malt Whisky Beverage,Whisky,6
648,Bantu Beer,Cider Beverage,Beverage,6
649,Bantu Beer,Rice,Cereal,6
650,Bantu Beer,Cheese,Dairy,6
651,Bantu Beer,Cottage Cheese,Cheese,6
652,Bantu Beer,Cream Cheese,Cheese,6
653,Bantu Beer,Domiati Cheese,Cheese,6
654,Bantu Beer,Emmental Cheese,Cheese,6
655,Bantu Beer,Feta Cheese,Cheese,6
656,Bantu Beer,Goat Cheese,Cheese,6
657,Bantu Beer,Limburger Cheese,Cheese,6
658,Bantu Beer,Mozzarella Cheese,Cheese,6
659,Bantu Beer,Munster Cheese,Cheese,6
660,Bantu Beer,Other Cheeses,Cheeses,6
661,Bantu Beer,Romano Cheese,Cheese,6
662,Bantu Beer,Roquefort Cheese,Cheese,6
663,Bantu Beer,Russian Cheese,Cheese,6
664,Bantu Beer,Sheep Cheese,Cheese,6
665,Bantu Beer,Tilsit Cheese,Cheese,6
666,Bantu Beer,Chamomile Essential,Essential,6
667,Bantu Beer,Lovage Essential,Essential,6
668,Bantu Beer,Avocado,Fruit,6
669,Bantu Beer,Coconut,Fruit,6
670,Bantu Beer,Kiwifruit,Fruit,6
671,Bantu Beer,Litchi,Fruit,6
672,Bantu Beer,Orange,Fruit,6
673,Bantu Beer,Peach,Fruit,6
674,Bantu Beer,Pineapple,Fruit,6
675,Bantu Beer,Tamarind,Fruit,6
676,Bantu Beer,Strawberry,Berry,6
677,Bantu Beer,Grapefruit Fruit,Fruit,6
678,Bantu Beer,Vanilla Fruit,Fruit,6
679,Bantu Beer,Buckwheat,Herb,6
680,Bantu Beer,Coriander,Herb,6
681,Bantu Beer,Rosemary,Herb,6
682,Bantu Beer,Laurel,Plant,6
683,Bantu Beer,Cardamom,Spice,6
684,Bantu Beer,Leek,Vegetable,6
685,Bantu Beer,Cauliflower,Cabbage,6
686,Bantu Beer,Kohlrabi,Cabbage,6
687,Bantu Beer,Asparagus Vegetable,Vegetable,6
688,Bantu Beer,Allspice,Spice,6
689,Bantu Beer,Brandy Beverage,Beverage,5
690,Bantu Beer,Anise Brandy Beverage,Brandy,5
691,Bantu Beer,Armagnac Brandy Beverage,Brandy,5
692,Bantu Beer,Blackberry Brandy Beverage,Brandy,5
693,Brandy,Apple Brandy Beverage,Brandy,50
694,Brandy,Armagnac Brandy Beverage,Brandy,50
695,Brandy,Blackberry Brandy Beverage,Brandy,50
696,Brandy,Cherry Brandy Beverage,Brandy,50
697,Brandy,Cognac Brandy Beverage,Brandy,50
698,Brandy,Papaya Brandy Beverage,Brandy,50
699,Brandy,Pear Brandy Beverage,Brandy,50
700,Brandy,Plum Brandy Beverage,Brandy,50
701,Brandy,Raspberry Brandy Beverage,Brandy,50
702,Brandy,Weinbrand Brandy Beverage,Brandy,50
703,Brandy,Sherry Beverage,Beverage,35
704,Brandy,Rum Beverage,Beverage,34
705,Brandy,Port Wine Beverage,Wine,34
706,Brandy,White Wine Beverage,Wine,34
707,Brandy,Wine Beverage,Beverage,33
708,Brandy,Plum Wine Beverage,Wine,33
709,Brandy,Red Wine Beverage,Wine,33
710,Brandy,Rose Wine Beverage,Wine,9
711,Brandy,Sparkling Wine Beverage,Wine,33
712,Brandy,Cocoa,Seed,33
713,Brandy,Beer Beverage,Beverage,32
714,Brandy,Bilberry Wine Beverage,Wine,32
715,Brandy,Botrytized Wine Beverage,Wine,32
716,Brandy,Champagne Beverage,Beverage,32
717,Brandy,Strawberry Wine Beverage,Wine,32
718,Brandy,Apple,Fruit,32
719,Brandy,Finnish Whisky Beverage,Whisky,30
720,Brandy,Grape,Fruit,30
721,Brandy,Malt Whisky Beverage,Whisky,29
722,Brandy,Scotch Whisky Beverage,Whisky,29
723,Brandy,Whisky Beverage,Beverage,28
724,Brandy,Bourbon Whisky Beverage,Whisky,28
725,Brandy,Canadian Whisky Beverage,Whisky,28
726,Brandy,Japanese Whisky Beverage,Whisky,28
727,Brandy,Parmesan Cheese,Cheese,27
728,Brandy,Tea,Plant,27
729,Brandy,Guava,Fruit,26
730,Brandy,Passionfruit,Fruit,26
731,Brandy,Pineapple,Fruit,26
732,Brandy,Swiss Cheese,Cheese,25
733,Brandy,Coffee Beverage,Beverage,24
734,Brandy,Blue Cheese,Cheese,24
735,Brandy,Camembert Cheese,Cheese,24
736,Brandy,Cheddar Cheese,Cheese,24
737,Brandy,Gruyere Cheese,Cheese,8
738,Brandy,Russian Cheese,Cheese,24
739,Brandy,Cheese,Dairy,23
740,Brandy,Comte Cheese,Cheese,9
741,Brandy,Cottage Cheese,Cheese,23
742,Brandy,Cream Cheese,Cheese,23
743,Brandy,Domiati Cheese,Cheese,23
744,Brandy,Emmental Cheese,Cheese,23
745,Brandy,Feta Cheese,Cheese,23
746,Brandy,Goat Cheese,Cheese,23
747,Brandy,Limburger Cheese,Cheese,23
748,Brandy,Mozzarella Cheese,Cheese,23
749,Brandy,Munster Cheese,Cheese,23
750,Brandy,Other Cheeses,Cheeses,23
751,Brandy,Provolone Cheese,Cheese,23
752,Brandy,Romano Cheese,Cheese,23
753,Brandy,Roquefort Cheese,Cheese,23
754,Brandy,Sheep Cheese,Cheese,23
755,Brandy,Tilsit Cheese,Cheese,23
756,Brandy,Strawberry,Berry,23
757,Brandy,Mushroom,Fungus,23
758,Brandy,Soybean,Legume,23
759,Brandy,Tomato Vegetable,Vegetable,23
760,Brandy,Papaya,Fruit,22
761,Brandy,Potato Vegetable,Vegetable,22
762,Brandy,Mango,Fruit,21
763,Brandy,Cider Beverage,Beverage,19
764,Brandy,Rice,Cereal,19
765,Brandy,Butter,Dairy,19
766,Brandy,Peach,Fruit,19
767,Brandy,Plum,Fruit,19
768,Brandy,Peanut,Nut,19
769,Brandy,Malt,Cereal,18
770,Brandy,Coconut,Fruit,18
771,Brandy,Black Currant,Currant,18
772,Brandy,Fig,Fruit,18
773,Brandy,Olive,Plant,18
774,Brandy,Ginger,Spice,18
775,Brandy,Green Beans,Beans,18
776,Brandy,Beans,Legume,17
777,Brandy,Lima Beans,Beans,17
778,Brandy,Clove,Spice,17
779,Brandy,Apricot,Fruit,16
780,Brandy,Banana,Fruit,16
781,Brandy,Kiwifruit,Fruit,16
782,Brandy,Pear,Fruit,16
783,Brandy,Vanilla Fruit,Fruit,16
784,Brandy,Bread,Bakery,15
785,Brandy,Oats,Cereal,15
786,Brandy,Melon,Fruit,15
787,Brandy,Orange,Fruit,15
788,Brandy,Starfruit,Fruit,15
789,Brandy,Tamarind,Fruit,15
790,Brandy,Cranberry,Berry,15
791,Brandy,Raspberry,Berry,15
792,Anise Brandy,Armagnac Brandy Beverage,Brandy,51
793,Anise Brandy,Cognac Brandy Beverage,Brandy,51
794,Anise Brandy,Pear Brandy Beverage,Brandy,51
795,Anise Brandy,Plum Brandy Beverage,Brandy,51
796,Anise Brandy,Brandy Beverage,Beverage,50
797,Anise Brandy,Blackberry Brandy Beverage,Brandy,50
798,Anise Brandy,Cherry Brandy Beverage,Brandy,50
799,Anise Brandy,Papaya Brandy Beverage,Brandy,50
800,Anise Brandy,Raspberry Brandy Beverage,Brandy,50
801,Anise Brandy,Weinbrand Brandy Beverage,Brandy,50
802,Anise Brandy,Sherry Beverage,Beverage,36
803,Anise Brandy,Rum Beverage,Beverage,35
804,Anise Brandy,Port Wine Beverage,Wine,35
805,Anise Brandy,White Wine Beverage,Wine,35
806,Anise Brandy,Wine Beverage,Beverage,34
807,Anise Brandy,Plum Wine Beverage,Wine,34
808,Anise Brandy,Red Wine Beverage,Wine,34
809,Anise Brandy,Rose Wine Beverage,Wine,9
810,Anise Brandy,Sparkling Wine Beverage,Wine,34
811,Anise Brandy,Cocoa,Seed,34
812,Anise Brandy,Beer Beverage,Beverage,33
813,Anise Brandy,Bilberry Wine Beverage,Wine,33
814,Anise Brandy,Botrytized Wine Beverage,Wine,33
815,Anise Brandy,Champagne Beverage,Beverage,33
816,Anise Brandy,Strawberry Wine Beverage,Wine,33
817,Anise Brandy,Apple,Fruit,33
818,Anise Brandy,Grape,Fruit,31
819,Anise Brandy,Finnish Whisky Beverage,Whisky,30
820,Anise Brandy,Malt Whisky Beverage,Whisky,30
821,Anise Brandy,Scotch Whisky Beverage,Whisky,30
822,Anise Brandy,Bourbon Whisky Beverage,Whisky,29
823,Anise Brandy,Whisky Beverage,Beverage,28
824,Anise Brandy,Canadian Whisky Beverage,Whisky,28
825,Anise Brandy,Japanese Whisky Beverage,Whisky,28
826,Anise Brandy,Parmesan Cheese,Cheese,28
827,Anise Brandy,Tea,Plant,28
828,Anise Brandy,Passionfruit,Fruit,27
829,Anise Brandy,Pineapple,Fruit,27
830,Anise Brandy,Swiss Cheese,Cheese,26
831,Anise Brandy,Guava,Fruit,26
832,Anise Brandy,Blue Cheese,Cheese,25
833,Anise Brandy,Camembert Cheese,Cheese,25
834,Anise Brandy,Cheddar Cheese,Cheese,25
835,Anise Brandy,Gruyere Cheese,Cheese,8
836,Anise Brandy,Russian Cheese,Cheese,25
837,Anise Brandy,Coffee Beverage,Beverage,24
838,Anise Brandy,Cheese,Dairy,24
839,Anise Brandy,Comte Cheese,Cheese,9
840,Anise Brandy,Cottage Cheese,Cheese,24
841,Anise Brandy,Cream Cheese,Cheese,24
842,Anise Brandy,Domiati Cheese,Cheese,24
843,Anise Brandy,Emmental Cheese,Cheese,24
844,Anise Brandy,Feta Cheese,Cheese,24
845,Anise Brandy,Goat Cheese,Cheese,24
846,Anise Brandy,Limburger Cheese,Cheese,24
847,Anise Brandy,Mozzarella Cheese,Cheese,24
848,Anise Brandy,Munster Cheese,Cheese,24
849,Anise Brandy,Other Cheeses,Cheeses,24
850,Anise Brandy,Provolone Cheese,Cheese,24
851,Anise Brandy,Romano Cheese,Cheese,24
852,Anise Brandy,Roquefort Cheese,Cheese,24
853,Anise Brandy,Sheep Cheese,Cheese,24
854,Anise Brandy,Tilsit Cheese,Cheese,24
855,Anise Brandy,Strawberry,Berry,24
856,Anise Brandy,Mushroom,Fungus,24
857,Anise Brandy,Soybean,Legume,24
858,Anise Brandy,Tomato Vegetable,Vegetable,24
859,Anise Brandy,Papaya,Fruit,23
860,Anise Brandy,Potato Vegetable,Vegetable,22
861,Anise Brandy,Mango,Fruit,21
862,Anise Brandy,Cider Beverage,Beverage,20
863,Anise Brandy,Rice,Cereal,20
864,Anise Brandy,Butter,Dairy,20
865,Anise Brandy,Plum,Fruit,20
866,Anise Brandy,Peach,Fruit,19
867,Anise Brandy,Peanut,Nut,19
868,Anise Brandy,Ginger,Spice,19
869,Anise Brandy,Green Beans,Beans,19
870,Anise Brandy,Malt,Cereal,18
871,Anise Brandy,Coconut,Fruit,18
872,Anise Brandy,Black Currant,Currant,18
873,Anise Brandy,Fig,Fruit,18
874,Anise Brandy,Beans,Legume,18
875,Anise Brandy,Lima Beans,Beans,18
876,Anise Brandy,Olive,Plant,18
877,Anise Brandy,Apricot,Fruit,17
878,Anise Brandy,Banana,Fruit,17
879,Anise Brandy,Clove,Spice,17
880,Anise Brandy,Bread,Bakery,16
881,Anise Brandy,Oats,Cereal,16
882,Anise Brandy,Kiwifruit,Fruit,16
883,Anise Brandy,Orange,Fruit,16
884,Anise Brandy,Pear,Fruit,16
885,Anise Brandy,Cranberry,Berry,16
886,Anise Brandy,Raspberry,Berry,16
887,Anise Brandy,Vanilla Fruit,Fruit,16
888,Anise Brandy,Buckwheat,Herb,16
889,Anise Brandy,Leek,Vegetable,16
890,Anise Brandy,Melon,Fruit,15
891,Apple Brandy,Pear Brandy Beverage,Brandy,56
892,Apple Brandy,Plum Brandy Beverage,Brandy,56
893,Apple Brandy,Cherry Brandy Beverage,Brandy,52
894,Apple Brandy,Anise Brandy Beverage,Brandy,51
895,Apple Brandy,Armagnac Brandy Beverage,Brandy,51
896,Apple Brandy,Brandy Beverage,Beverage,50
897,Apple Brandy,Blackberry Brandy Beverage,Brandy,50
898,Apple Brandy,Papaya Brandy Beverage,Brandy,50
899,Apple Brandy,Raspberry Brandy Beverage,Brandy,50
900,Apple Brandy,Weinbrand Brandy Beverage,Brandy,50
901,Apple Brandy,White Wine Beverage,Wine,50
902,Apple Brandy,Sherry Beverage,Beverage,49
903,Apple Brandy,Rum Beverage,Beverage,48
904,Apple Brandy,Red Wine Beverage,Wine,48
905,Apple Brandy,Port Wine Beverage,Wine,47
906,Apple Brandy,Apple,Fruit,46
907,Apple Brandy,Beer Beverage,Beverage,44
908,Apple Brandy,Sparkling Wine Beverage,Wine,44
909,Apple Brandy,Strawberry Wine Beverage,Wine,44
910,Apple Brandy,Wine Beverage,Beverage,43
911,Apple Brandy,Bilberry Wine Beverage,Wine,43
912,Apple Brandy,Botrytized Wine Beverage,Wine,43
913,Apple Brandy,Plum Wine Beverage,Wine,43
914,Apple Brandy,Rose Wine Beverage,Wine,9
915,Apple Brandy,Grape,Fruit,43
916,Apple Brandy,Malt Whisky Beverage,Whisky,42
917,Apple Brandy,Champagne Beverage,Beverage,42
918,Apple Brandy,Cocoa,Seed,41
919,Apple Brandy,Passionfruit,Fruit,39
920,Apple Brandy,Finnish Whisky Beverage,Whisky,38
921,Apple Brandy,Scotch Whisky Beverage,Whisky,38
922,Apple Brandy,Bourbon Whisky Beverage,Whisky,37
923,Apple Brandy,Tea,Plant,37
924,Apple Brandy,Whisky Beverage,Beverage,36
925,Apple Brandy,Canadian Whisky Beverage,Whisky,36
926,Apple Brandy,Japanese Whisky Beverage,Whisky,36
927,Apple Brandy,Cider Beverage,Beverage,35
928,Apple Brandy,Parmesan Cheese,Cheese,35
929,Apple Brandy,Guava,Fruit,35
930,Apple Brandy,Strawberry,Berry,35
931,Apple Brandy,Blue Cheese,Cheese,34
932,Apple Brandy,Camembert Cheese,Cheese,34
933,Apple Brandy,Gruyere Cheese,Cheese,8
934,Apple Brandy,Pineapple,Fruit,34
935,Apple Brandy,Swiss Cheese,Cheese,32
936,Apple Brandy,Cheddar Cheese,Cheese,31
937,Apple Brandy,Comte Cheese,Cheese,9
938,Apple Brandy,Other Cheeses,Cheeses,31
939,Apple Brandy,Russian Cheese,Cheese,31
940,Apple Brandy,Tomato Vegetable,Vegetable,31
941,Apple Brandy,Cheese,Dairy,30
942,Apple Brandy,Cottage Cheese,Cheese,30
943,Apple Brandy,Cream Cheese,Cheese,30
944,Apple Brandy,Domiati Cheese,Cheese,30
945,Apple Brandy,Emmental Cheese,Cheese,30
946,Apple Brandy,Feta Cheese,Cheese,30
947,Apple Brandy,Goat Cheese,Cheese,30
948,Apple Brandy,Limburger Cheese,Cheese,30
949,Apple Brandy,Mozzarella Cheese,Cheese,30
950,Apple Brandy,Munster Cheese,Cheese,30
951,Apple Brandy,Provolone Cheese,Cheese,30
952,Apple Brandy,Romano Cheese,Cheese,30
953,Apple Brandy,Roquefort Cheese,Cheese,30
954,Apple Brandy,Sheep Cheese,Cheese,30
955,Apple Brandy,Tilsit Cheese,Cheese,30
956,Apple Brandy,Mango,Fruit,30
957,Apple Brandy,Papaya,Fruit,30
958,Apple Brandy,Mushroom,Fungus,29
959,Apple Brandy,Plum,Fruit,28
960,Apple Brandy,Soybean,Legume,28
961,Apple Brandy,Coffee Beverage,Beverage,27
962,Apple Brandy,Banana,Fruit,27
963,Apple Brandy,Green Beans,Beans,27
964,Apple Brandy,Apricot,Fruit,26
965,Apple Brandy,Beans,Legume,26
966,Apple Brandy,Lima Beans,Beans,26
967,Apple Brandy,Peach,Fruit,25
968,Apple Brandy,Rice,Cereal,24
969,Apple Brandy,Black Currant,Currant,24
970,Apple Brandy,Olive,Plant,24
971,Apple Brandy,Ginger,Spice,24
972,Apple Brandy,Potato Vegetable,Vegetable,24
973,Apple Brandy,Butter,Dairy,23
974,Apple Brandy,Fig,Fruit,23
975,Apple Brandy,Vanilla Fruit,Fruit,23
976,Apple Brandy,Peanut,Nut,23
977,Apple Brandy,Melon,Fruit,22
978,Apple Brandy,Raspberry,Berry,22
979,Apple Brandy,Buckwheat,Herb,22
980,Apple Brandy,Oats,Cereal,21
981,Apple Brandy,Coconut,Fruit,21
982,Apple Brandy,Kiwifruit,Fruit,21
983,Apple Brandy,Clove,Spice,21
984,Apple Brandy,Malt,Cereal,20
985,Apple Brandy,Chamomile Essential,Essential,20
986,Apple Brandy,Orange,Fruit,20
987,Apple Brandy,Starfruit,Fruit,20
988,Apple Brandy,Cranberry,Berry,20
989,Apple Brandy,Capsicum Vegetable,Vegetable,20
990,Armagnac Brandy,Apple Brandy Beverage,Brandy,51
991,Armagnac Brandy,Cognac Brandy Beverage,Brandy,51
992,Armagnac Brandy,Pear Brandy Beverage,Brandy,51
993,Armagnac Brandy,Plum Brandy Beverage,Brandy,51
994,Armagnac Brandy,Brandy Beverage,Beverage,50
995,Armagnac Brandy,Blackberry Brandy Beverage,Brandy,50
996,Armagnac Brandy,Cherry Brandy Beverage,Brandy,50
997,Armagnac Brandy,Papaya Brandy Beverage,Brandy,50
998,Armagnac Brandy,Raspberry Brandy Beverage,Brandy,50
999,Armagnac Brandy,Weinbrand Brandy Beverage,Brandy,50
1000,Armagnac Brandy,Sherry Beverage,Beverage,36
1001,Armagnac Brandy,Rum Beverage,Beverage,35
1002,Armagnac Brandy,Port Wine Beverage,Wine,35
1003,Armagnac Brandy,White Wine Beverage,Wine,35
1004,Armagnac Brandy,Wine Beverage,Beverage,34
1005,Armagnac Brandy,Plum Wine Beverage,Wine,34
1006,Armagnac Brandy,Red Wine Beverage,Wine,34
1007,Armagnac Brandy,Rose Wine Beverage,Wine,9
1008,Armagnac Brandy,Sparkling Wine Beverage,Wine,34
1009,Armagnac Brandy,Cocoa,Seed,34
1010,Armagnac Brandy,Beer Beverage,Beverage,33
1011,Armagnac Brandy,Bilberry Wine Beverage,Wine,33
1012,Armagnac Brandy,Botrytized Wine Beverage,Wine,33
1013,Armagnac Brandy,Champagne Beverage,Beverage,33
1014,Armagnac Brandy,Strawberry Wine Beverage,Wine,33
1015,Armagnac Brandy,Apple,Fruit,33
1016,Armagnac Brandy,Grape,Fruit,31
1017,Armagnac Brandy,Finnish Whisky Beverage,Whisky,30
1018,Armagnac Brandy,Malt Whisky Beverage,Whisky,30
1019,Armagnac Brandy,Scotch Whisky Beverage,Whisky,30
1020,Armagnac Brandy,Bourbon Whisky Beverage,Whisky,29
1021,Armagnac Brandy,Whisky Beverage,Beverage,28
1022,Armagnac Brandy,Canadian Whisky Beverage,Whisky,28
1023,Armagnac Brandy,Japanese Whisky Beverage,Whisky,28
1024,Armagnac Brandy,Parmesan Cheese,Cheese,28
1025,Armagnac Brandy,Tea,Plant,28
1026,Armagnac Brandy,Passionfruit,Fruit,27
1027,Armagnac Brandy,Pineapple,Fruit,27
1028,Armagnac Brandy,Swiss Cheese,Cheese,26
1029,Armagnac Brandy,Guava,Fruit,26
1030,Armagnac Brandy,Blue Cheese,Cheese,25
1031,Armagnac Brandy,Camembert Cheese,Cheese,25
1032,Armagnac Brandy,Cheddar Cheese,Cheese,25
1033,Armagnac Brandy,Gruyere Cheese,Cheese,8
1034,Armagnac Brandy,Russian Cheese,Cheese,25
1035,Armagnac Brandy,Coffee Beverage,Beverage,24
1036,Armagnac Brandy,Cheese,Dairy,24
1037,Armagnac Brandy,Comte Cheese,Cheese,9
1038,Armagnac Brandy,Cottage Cheese,Cheese,24
1039,Armagnac Brandy,Cream Cheese,Cheese,24
1040,Armagnac Brandy,Domiati Cheese,Cheese,24
1041,Armagnac Brandy,Emmental Cheese,Cheese,24
1042,Armagnac Brandy,Feta Cheese,Cheese,24
1043,Armagnac Brandy,Goat Cheese,Cheese,24
1044,Armagnac Brandy,Limburger Cheese,Cheese,24
1045,Armagnac Brandy,Mozzarella Cheese,Cheese,24
1046,Armagnac Brandy,Munster Cheese,Cheese,24
1047,Armagnac Brandy,Other Cheeses,Cheeses,24
1048,Armagnac Brandy,Provolone Cheese,Cheese,24
1049,Armagnac Brandy,Romano Cheese,Cheese,24
1050,Armagnac Brandy,Roquefort Cheese,Cheese,24
1051,Armagnac Brandy,Sheep Cheese,Cheese,24
1052,Armagnac Brandy,Tilsit Cheese,Cheese,24
1053,Armagnac Brandy,Strawberry,Berry,24
1054,Armagnac Brandy,Mushroom,Fungus,24
1055,Armagnac Brandy,Soybean,Legume,24
1056,Armagnac Brandy,Tomato Vegetable,Vegetable,24
1057,Armagnac Brandy,Papaya,Fruit,23
1058,Armagnac Brandy,Potato Vegetable,Vegetable,22
1059,Armagnac Brandy,Mango,Fruit,21
1060,Armagnac Brandy,Cider Beverage,Beverage,20
1061,Armagnac Brandy,Rice,Cereal,20
1062,Armagnac Brandy,Butter,Dairy,20
1063,Armagnac Brandy,Plum,Fruit,20
1064,Armagnac Brandy,Peach,Fruit,19
1065,Armagnac Brandy,Peanut,Nut,19
1066,Armagnac Brandy,Ginger,Spice,19
1067,Armagnac Brandy,Green Beans,Beans,19
1068,Armagnac Brandy,Malt,Cereal,18
1069,Armagnac Brandy,Coconut,Fruit,18
1070,Armagnac Brandy,Black Currant,Currant,18
1071,Armagnac Brandy,Fig,Fruit,18
1072,Armagnac Brandy,Beans,Legume,18
1073,Armagnac Brandy,Lima Beans,Beans,18
1074,Armagnac Brandy,Olive,Plant,18
1075,Armagnac Brandy,Apricot,Fruit,17
1076,Armagnac Brandy,Banana,Fruit,17
1077,Armagnac Brandy,Clove,Spice,17
1078,Armagnac Brandy,Bread,Bakery,16
1079,Armagnac Brandy,Oats,Cereal,16
1080,Armagnac Brandy,Kiwifruit,Fruit,16
1081,Armagnac Brandy,Orange,Fruit,16
1082,Armagnac Brandy,Pear,Fruit,16
1083,Armagnac Brandy,Cranberry,Berry,16
1084,Armagnac Brandy,Raspberry,Berry,16
1085,Armagnac Brandy,Vanilla Fruit,Fruit,16
1086,Armagnac Brandy,Buckwheat,Herb,16
1087,Armagnac Brandy,Leek,Vegetable,16
1088,Armagnac Brandy,Melon,Fruit,15
1089,Blackberry Brandy,Anise Brandy Beverage,Brandy,50
1090,Blackberry Brandy,Apple Brandy Beverage,Brandy,50
1091,Blackberry Brandy,Armagnac Brandy Beverage,Brandy,50
1092,Blackberry Brandy,Cherry Brandy Beverage,Brandy,50
1093,Blackberry Brandy,Cognac Brandy Beverage,Brandy,50
1094,Blackberry Brandy,Papaya Brandy Beverage,Brandy,50
1095,Blackberry Brandy,Pear Brandy Beverage,Brandy,50
1096,Blackberry Brandy,Plum Brandy Beverage,Brandy,50
1097,Blackberry Brandy,Raspberry Brandy Beverage,Brandy,50
1098,Blackberry Brandy,Weinbrand Brandy Beverage,Brandy,50
1099,Blackberry Brandy,Rum Beverage,Beverage,35
1100,Blackberry Brandy,Sherry Beverage,Beverage,35
1101,Blackberry Brandy,Port Wine Beverage,Wine,34
1102,Blackberry Brandy,Rose Wine Beverage,Wine,9
1103,Blackberry Brandy,White Wine Beverage,Wine,34
1104,Blackberry Brandy,Wine Beverage,Beverage,33
1105,Blackberry Brandy,Plum Wine Beverage,Wine,33
1106,Blackberry Brandy,Red Wine Beverage,Wine,33
1107,Blackberry Brandy,Sparkling Wine Beverage,Wine,33
1108,Blackberry Brandy,Apple,Fruit,33
1109,Blackberry Brandy,Cocoa,Seed,33
1110,Blackberry Brandy,Beer Beverage,Beverage,32
1111,Blackberry Brandy,Bilberry Wine Beverage,Wine,32
1112,Blackberry Brandy,Botrytized Wine Beverage,Wine,32
1113,Blackberry Brandy,Champagne Beverage,Beverage,32
1114,Blackberry Brandy,Strawberry Wine Beverage,Wine,32
1115,Blackberry Brandy,Finnish Whisky Beverage,Whisky,30
1116,Blackberry Brandy,Scotch Whisky Beverage,Whisky,30
1117,Blackberry Brandy,Grape,Fruit,30
1118,Blackberry Brandy,Japanese Whisky Beverage,Whisky,29
1119,Blackberry Brandy,Malt Whisky Beverage,Whisky,29
1120,Blackberry Brandy,Whisky Beverage,Beverage,28
1121,Blackberry Brandy,Bourbon Whisky Beverage,Whisky,28
1122,Blackberry Brandy,Canadian Whisky Beverage,Whisky,28
1123,Blackberry Brandy,Parmesan Cheese,Cheese,27
1124,Blackberry Brandy,Pineapple,Fruit,27
1125,Blackberry Brandy,Tea,Plant,27
1126,Blackberry Brandy,Guava,Fruit,26
1127,Blackberry Brandy,Passionfruit,Fruit,26
1128,Blackberry Brandy,Swiss Cheese,Cheese,25
1129,Blackberry Brandy,Coffee Beverage,Beverage,24
1130,Blackberry Brandy,Blue Cheese,Cheese,24
1131,Blackberry Brandy,Camembert Cheese,Cheese,24
1132,Blackberry Brandy,Cheddar Cheese,Cheese,24
1133,Blackberry Brandy,Gruyere Cheese,Cheese,8
1134,Blackberry Brandy,Russian Cheese,Cheese,24
1135,Blackberry Brandy,Strawberry,Berry,24
1136,Blackberry Brandy,Cheese,Dairy,23
1137,Blackberry Brandy,Comte Cheese,Cheese,9
1138,Blackberry Brandy,Cottage Cheese,Cheese,23
1139,Blackberry Brandy,Cream Cheese,Cheese,23
1140,Blackberry Brandy,Domiati Cheese,Cheese,23
1141,Blackberry Brandy,Emmental Cheese,Cheese,23
1142,Blackberry Brandy,Feta Cheese,Cheese,23
1143,Blackberry Brandy,Goat Cheese,Cheese,23
1144,Blackberry Brandy,Limburger Cheese,Cheese,23
1145,Blackberry Brandy,Mozzarella Cheese,Cheese,23
1146,Blackberry Brandy,Munster Cheese,Cheese,23
1147,Blackberry Brandy,Other Cheeses,Cheeses,23
1148,Blackberry Brandy,Provolone Cheese,Cheese,23
1149,Blackberry Brandy,Romano Cheese,Cheese,23
1150,Blackberry Brandy,Roquefort Cheese,Cheese,23
1151,Blackberry Brandy,Sheep Cheese,Cheese,23
