Name,Ash,Calcium,Calories,Carbohydrate,Copper,Fat,Iron,Magnesium,Potassium,Protein,Saturated_fatty_acids,Sodium,Vitamin_A_RAE,Vitamin_B6,Water,Zinc,Fatty_acids_total_trans,Manganese,Vitamin_D,Glycemic_Load,Completeness_Score,Amino_Acid_Score,Category,Sub_Category,cluster,Cohort
potatoes whole milk and margarine without milk prepared from granules mashed,2.39,73.5,227.0,30.24,0.05,10.353,0.4,39.9,304.5,4.3,2.696,552.3,92.4,0.021,162.71,0.5,,0.006,0.0,13.0,34.0,121.0,Branded Foods,,5,Unhealthy & Over-indulgent
bread made with low fat 2 milk prepared from recipe cornbread,1.02,70.59,75.0,12.33,0.01,2.013,0.71,7.09,41.67,1.9,0.441,186.54,,0.032,11.08,0.17,,0.033,,17.0,33.0,87.0,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
beverages fortified ready to drink milk and soy based chocolate drink,2.3,300.99,239.0,41.0,0.5,4.005,4.5,99.54,580.65,10.0,1.0,149.31,374.46,0.699,179.69,4.5,0.0,35.0,5.92,,,,Foundation Foods,Tomatoes,3,Packaged
chicken flour fried cooked meat and skin wing broilers or fryers,0.14,2.85,61.0,0.45,0.01,4.21,0.24,3.61,33.63,4.96,1.151,14.63,7.22,0.078,9.24,0.33,,0.005,,0.0,25.0,129.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken flour fried cooked meat and skin neck broilers or fryers,0.14,2.85,61.0,0.45,0.01,4.21,0.24,3.61,33.63,4.96,1.151,14.63,7.22,0.078,9.24,0.33,,0.005,,21.0,38.0,134.0,Branded Foods,Canned_Tuna,4,Keto & Strength
milk without added vitamin a and vitamin d 1 fat fluid,1.83,305.0,102.0,12.18,0.02,2.367,0.07,26.84,366.0,8.22,1.545,107.36,34.16,0.09,219.4,1.02,,0.007,0.0,,,,Branded Foods,,0,Confectionaries
potatoes unprepared frozen salt added in processing all types french fried,1.5,8.01,131.0,22.08,0.08,4.147,0.55,18.69,363.12,1.99,0.894,295.48,0.0,0.158,59.28,0.31,,0.141,0.0,10.0,35.0,106.0,Branded Foods,,5,Unhealthy & Over-indulgent
funyuns onion flavored rings snacks 6 ounces bag by frito lay,,5.88,140.0,19.0,,6.0,1.0,,40.88,2.0,1.0,280.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
milk with added vitamin a and vitamin d nonfat evaporated canned,0.48,92.51,25.0,3.62,0.01,0.064,0.09,8.61,105.91,2.41,0.039,36.69,37.64,0.018,25.33,0.29,,0.002,0.64,,,,Branded Foods,,0,Confectionaries
pork roasted heated separable lean and fat bonein rump ham cured,2.53,5.95,150.0,0.54,0.93,7.548,1.24,19.55,314.5,20.36,2.422,702.1,0.85,0.379,54.25,2.47,0.054,0.024,0.68,,,,Branded Foods,,2,Frozen & Preserved
pork raw separable lean only boneless top loin chops loin fresh,1.14,5.65,144.0,0.0,0.06,3.865,0.58,30.51,437.31,25.32,1.365,55.37,0.0,0.854,82.41,1.8,0.027,0.009,0.34,0.0,40.0,150.0,Branded Foods,,4,Keto & Strength
beverages fortified with vitamin c unsweetened lemon decaffeinated instant green tea,0.02,0.09,17.0,4.25,0.0,0.0,0.01,0.14,7.61,0.0,0.0,0.0,0.0,0.001,0.23,0.0,0.0,,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
beverages prepared with water without added sodium powder fruit punchflavor drink,0.06,5.56,12.0,3.1,0.01,0.003,0.02,0.33,0.33,0.0,0.002,2.29,0.0,0.0,29.54,0.01,0.0,0.001,,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
oil high oleic 70 non trans high stability natreon canola vegetable,0.0,,124.0,0.0,,14.0,,,,0.0,0.912,0.0,,,0.0,,0.107,,0.0,0.0,3.0,0.0,Branded Foods,,1,Whole Nutrient
turkey raw with added solution meat only from whole bird breast,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted with added solution meat only from whole bird breast,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted with added solution meat only from whole bird back,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
chicken roasted cooked meat and skin light meat broilers or fryers,0.73,11.85,175.0,0.0,0.04,8.572,0.9,19.75,179.33,22.93,2.409,59.25,26.07,0.411,47.8,0.97,,0.014,,0.0,30.0,133.0,Branded Foods,Canned_Tuna,4,Keto & Strength
lima beans with salt drained boiled cooked fordhook frozen immature seeds,2.21,51.0,175.0,32.84,0.29,0.578,3.09,71.4,516.8,10.32,0.131,491.3,17.0,0.207,124.07,1.26,0.0,1.102,0.0,22.0,62.0,88.0,Branded Foods,,5,Unhealthy & Over-indulgent
lima beans without salt drained boiled cooked fordhook frozen immature seeds,2.21,51.0,175.0,32.84,0.29,0.578,3.09,71.4,516.8,10.32,0.131,491.3,17.0,0.207,124.07,1.26,0.0,1.102,0.0,22.0,64.0,88.0,Branded Foods,,5,Unhealthy & Over-indulgent
doritos tapatio tortilla chips 10 ounce plastic bag by frito lay,,0.0,140.0,16.0,,8.0,0.36,,,2.0,1.5,170.08,,0.04,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
chex mix honey nut snack mix by general mills sales inc,,0.0,210.0,37.0,,5.998,0.72,,,3.0,1.0,229.81,,,,,0.0,,,,,,Branded Foods,Canned_Tuna,0,Confectionaries
chicken flour fried cooked meat and skin wing broilers or fryers,0.07,3.41,37.0,0.47,0.01,2.597,0.27,2.09,19.8,2.64,0.695,9.02,6.27,0.028,5.22,0.34,,0.006,,0.0,25.0,129.0,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken flour fried cooked meat and skin neck broilers or fryers,0.07,3.41,37.0,0.47,0.01,2.597,0.27,2.09,19.8,2.64,0.695,9.02,6.27,0.028,5.22,0.34,,0.006,,21.0,38.0,134.0,Branded Foods,Canned_Tuna,4,Keto & Strength
lima beans with salt drained boiled cooked fordhook frozen immature seeds,2.21,51.0,175.0,32.84,0.29,0.578,3.09,71.4,516.8,10.32,0.131,117.3,17.0,0.207,124.07,1.26,0.0,1.102,0.0,22.0,62.0,88.0,Branded Foods,,3,Packaged
lima beans without salt drained boiled cooked fordhook frozen immature seeds,2.21,51.0,175.0,32.84,0.29,0.578,3.09,71.4,516.8,10.32,0.131,117.3,17.0,0.207,124.07,1.26,0.0,1.102,0.0,22.0,64.0,88.0,Branded Foods,,3,Packaged
oil roasting nuts oil sprays principal uses candy coatings coconut industrial,0.0,0.0,120.0,0.0,0.0,13.6,0.01,0.0,0.0,0.0,11.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Branded Foods,,1,Whole Nutrient
chicken grilled cooked meat only boneless skinless breast broiler or fryers,1.01,5.1,133.0,0.0,0.04,2.754,0.42,27.2,291.55,27.25,0.858,39.95,8.5,0.783,55.52,0.82,0.011,0.01,0.0,,,,Branded Foods,Canned_Tuna,4,Keto & Strength
chicken braised cooked meat only boneless skinless breast broiler or fryers,1.01,5.1,133.0,0.0,0.04,2.754,0.42,27.2,291.55,27.25,0.858,39.95,8.5,0.783,55.52,0.82,0.011,0.01,0.0,,,,Branded Foods,Canned_Tuna,4,Keto & Strength
bugles bold bbq crispy corn snacks by general mills sales inc,,0.0,150.0,18.0,,6.999,0.0,,0.0,2.0,6.0,240.0,,,,,0.0,,,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
crunch n munch hot and sweet 6 oz by conagra brands,,0.0,140.0,24.0,,3.5,0.0,,44.95,2.0,1.001,330.15,,,,,0.0,,,,,,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
pork unheated separable lean only boneless whole ham  water added cured,2.63,5.95,77.0,0.6,0.08,1.59,0.65,15.3,194.65,15.85,0.503,884.0,7.65,0.209,65.05,1.69,0.01,0.019,,7.0,44.0,134.0,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean only bonein shank ham  water added cured,2.63,5.95,77.0,0.6,0.08,1.59,0.65,15.3,194.65,15.85,0.503,884.0,7.65,0.209,65.05,1.69,0.01,0.019,,,,,Branded Foods,,2,Frozen & Preserved
infant formula with ara and dha ready to feed with iron prosobee mead johnson,0.41,73.14,68.0,6.86,0.05,3.71,1.25,5.3,83.74,1.74,1.569,25.44,62.54,0.041,93.28,0.84,,,1.06,3.0,59.0,,Branded Foods,,3,Packaged
milk with added vitamin a and vitamin d fat free or skim fluid nonfat,1.84,298.9,86.0,11.91,0.03,0.441,0.07,26.95,382.2,8.26,0.287,102.9,4.9,0.091,222.56,1.03,,0.007,0.0,,,,Branded Foods,,0,Confectionaries
milk without added vitamin a and vitamin d fat free or skim fluid nonfat,1.84,298.9,86.0,11.91,0.03,0.441,0.07,26.95,382.2,8.26,0.287,102.9,4.9,0.091,222.56,1.03,,0.007,0.0,,,,Branded Foods,,0,Confectionaries
pork raw with added solution separable lean only boneless top loin chops loin fresh,1.9,7.91,132.0,0.25,0.05,3.932,0.46,25.99,606.81,23.83,1.189,314.14,0.0,0.562,83.09,1.45,0.011,0.012,0.34,,,,Branded Foods,,5,Unhealthy & Over-indulgent
cracker jackd sweet  salty salted caramel popcorn 3125 ounce plastic bag by frito lay,,19.88,140.0,19.0,,6.0,0.36,,,1.0,2.999,379.96,,,,,0.0,,,,,,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
cheetos crunchy flamin hot cheese flavored snacks 375 ounce plastic bag by frito lay,,0.0,160.0,13.0,,11.001,0.36,,,1.0,1.501,250.04,,0.04,,,0.0,,,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
beverages low calorie with high vitamin c with other added vitamins powder fruitflavored drink,0.15,16.0,4.5,1.82,0.0,0.003,0.0,4.9,50.36,0.01,0.0,0.28,119.94,0.16,0.03,0.0,0.0,0.0,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
infant formula not reconstituted with ara and dha powder with iron pregestimil mead johnson,0.28,41.36,46.0,4.59,0.03,2.464,0.79,3.52,48.4,1.23,1.452,21.12,46.64,0.026,0.23,0.44,,,0.55,,,,Branded Foods,,3,Packaged
beverages added vitamin c with lowcalorie sweetener reduced calorie vegetable and fruit juice drink,0.31,19.04,9.5,2.62,0.03,0.0,0.71,2.38,57.12,0.0,0.0,33.32,249.9,0.01,235.1,0.02,0.0,0.012,0.0,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
cheetos puffs party size cheese flavored snacks 16 ounce plastic bag by frito lay,,19.88,160.0,16.0,,9.999,0.4,,59.92,2.0,1.501,269.92,,,,,0.0,,,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
infant formula with ara and dha ready to feed pregestimil 24 calories mead johnson,0.47,75.92,75.0,6.19,0.06,4.576,1.46,6.24,89.44,2.29,2.704,38.48,85.28,0.049,90.48,0.81,,0.021,1.04,,,,Branded Foods,,3,Packaged
betty crocker shark bites fruit flavored snacks 10 count by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
frozen novelties chocolate coated no sugar added light vanilla ice cream ice cream type,0.93,173.16,172.0,20.37,0.06,7.878,0.23,21.84,237.9,4.99,4.312,81.12,14.82,0.034,43.84,0.64,,0.061,0.16,4.0,27.0,,Branded Foods,,3,Packaged
chex mix cookies  cream muddy buddies valentines 25 count by general mills sales inc,,0.0,80.0,13.0,,2.501,0.0,,0.0,1.0,1.999,29.92,,,,,0.0,,,,,,Branded Foods,Canned_Tuna,3,Packaged
beverages with high vitamin c fruit flavored drink containing less than 3 fruit juice,0.24,7.14,64.0,15.87,0.02,0.0,0.0,2.38,73.78,0.0,0.0,85.68,0.0,0.0,221.82,0.0,0.0,,0.0,,,,Foundation Foods,Tomatoes,0,Confectionaries
lays wavy roasted garlic  sea salt potato chips 95 ounce bag by frito lay,,0.0,160.0,15.0,,9.999,0.36,,339.92,2.0,1.501,140.0,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
milk with added vitamin a and vitamin d fat free or skim fluid nonfat,1.84,298.9,83.0,12.15,0.03,0.196,0.07,26.95,382.2,8.26,0.137,102.9,149.45,0.091,222.56,1.03,,0.007,2.94,,,,Branded Foods,,0,Confectionaries
milk without added vitamin a and vitamin d fat free or skim fluid nonfat,1.84,298.9,83.0,12.15,0.03,0.196,0.07,26.95,382.2,8.26,0.137,102.9,149.45,0.091,222.56,1.03,,0.007,2.94,,,,Branded Foods,,0,Confectionaries
chicken braised cooked with added solution meat only boneless skinless breast broiler or fryers,1.12,4.25,123.0,0.0,0.03,3.068,0.37,23.8,266.05,24.0,1.014,146.2,7.65,0.818,57.84,0.68,0.012,0.009,0.0,,,,Branded Foods,Canned_Tuna,0,Confectionaries
betty crocker scoobydoo fruit flavored snacks 90 ct by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
pork panfried cooked separable lean and fat bonein center loin chops loin fresh,0.85,7.65,195.0,0.0,0.05,11.56,0.53,21.25,311.1,22.68,4.156,73.1,4.25,0.302,50.51,1.36,0.069,0.0,0.26,,,,Branded Foods,,4,Keto & Strength
pork braised cooked separable lean and fat bonein center rib chops loin fresh,0.85,7.65,195.0,0.0,0.05,11.56,0.53,21.25,311.1,22.68,4.156,73.1,4.25,0.302,50.51,1.36,0.069,0.0,0.26,,,,Branded Foods,,4,Keto & Strength
pork panfried cooked separable lean and fat boneless center rib chops loin fresh,0.85,7.65,195.0,0.0,0.05,11.56,0.53,21.25,311.1,22.68,4.156,73.1,4.25,0.302,50.51,1.36,0.069,0.0,0.26,,,,Branded Foods,,4,Keto & Strength
pork panbroiled cooked separable lean and fat boneless center loin chops loin fresh,0.85,7.65,195.0,0.0,0.05,11.56,0.53,21.25,311.1,22.68,4.156,73.1,4.25,0.302,50.51,1.36,0.069,0.0,0.26,,,,Branded Foods,,4,Keto & Strength
bty crk universal frt flvrd sncks assorted frt by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
pork unheated separable lean and fat bonein slice ham with natural juices cured,2.15,5.1,162.0,0.27,0.1,9.443,0.86,16.15,237.15,19.0,3.072,662.15,8.5,0.307,55.28,2.15,0.072,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean and fat bonein shank ham with natural juices cured,2.15,5.1,162.0,0.27,0.1,9.443,0.86,16.15,237.15,19.0,3.072,662.15,8.5,0.307,55.28,2.15,0.072,0.019,,,,,Branded Foods,,2,Frozen & Preserved
gushers sweet  fiery fruit flavored snacks 6 count by general mills sales inc,,0.0,90.0,21.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash fruit flavored snacks 6 count by general mills sales inc,,0.0,90.0,21.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
pork unheated separable lean and fat bonein slice ham with natural juices cured,2.32,7.65,135.0,0.14,0.08,6.29,0.89,16.15,245.65,19.4,1.901,713.15,10.2,0.286,57.09,1.87,0.042,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean and fat bonein shank ham with natural juices cured,2.32,7.65,135.0,0.14,0.08,6.29,0.89,16.15,245.65,19.4,1.901,713.15,10.2,0.286,57.09,1.87,0.042,0.019,,,,,Branded Foods,,2,Frozen & Preserved
betty crocker toy story fruit snacks 10 count by general mills sales inc,,,80.0,19.0,,0.0,,,,0.0,0.0,34.96,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
gushers strawberry splash and tropical fruit 6 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical flavors 20 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical flavors 42 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical fruit 6 count by general mills sales inc,,0.0,90.0,21.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical flavors 20 count by general mills sales inc,,0.0,90.0,21.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical flavors 42 count by general mills sales inc,,0.0,90.0,21.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
annies homegrown organic pink lemonade bunny fruit snacks by general mills sales inc,,0.0,70.0,19.0,,0.0,0.0,,,0.0,0.0,54.97,,,,,0.0,,,,,,,,0,Confectionaries
pork roasted heated separable lean and fat boneless whole ham  water added cured,3.09,7.65,107.0,1.31,0.08,4.658,0.7,16.15,266.05,15.1,1.519,1003.85,11.05,0.331,60.96,1.53,0.008,0.019,0.59,29.0,40.0,133.0,Branded Foods,,2,Frozen & Preserved
pork panfried cooked separable lean and fat bonein center loin chops loin fresh,0.97,28.05,196.0,0.0,0.09,10.88,0.76,17.0,297.5,22.96,4.13,70.55,3.4,0.412,51.22,3.0,0.079,0.015,0.51,,,,Branded Foods,,4,Keto & Strength
pork roasted cooked separable lean and fat bonein center loin roasts loin fresh,0.97,28.05,196.0,0.0,0.09,10.88,0.76,17.0,297.5,22.96,4.13,70.55,3.4,0.412,51.22,3.0,0.079,0.015,0.51,,,,Branded Foods,,4,Keto & Strength
pork raw separable lean and fat bonein blade chops or roasts loin fresh,1.13,39.55,219.0,0.0,0.09,13.865,0.75,19.21,325.44,22.1,4.825,77.97,6.78,0.483,76.43,2.89,0.09,0.009,0.79,,,,Branded Foods,,4,Keto & Strength
lays wavy potato chips party size 1375 ounce plastic bag by frito lay,,0.0,160.0,15.0,,9.999,0.36,,339.92,2.0,1.501,140.0,,0.2,,,0.0,,,,,,Branded Foods,,0,Confectionaries
pork panfried cooked separable lean and fat bonein center loin chops loin fresh,1.0,9.35,232.0,0.0,0.06,15.342,0.62,20.4,363.8,21.95,5.712,42.5,1.7,0.303,47.89,1.73,,0.006,0.77,,,,Branded Foods,,1,Whole Nutrient
pork braised cooked separable lean and fat bonein center rib chops loin fresh,1.0,9.35,232.0,0.0,0.06,15.342,0.62,20.4,363.8,21.95,5.712,42.5,1.7,0.303,47.89,1.73,,0.006,0.77,,,,Branded Foods,,1,Whole Nutrient
pork panfried cooked separable lean and fat boneless center rib chops loin fresh,1.0,9.35,232.0,0.0,0.06,15.342,0.62,20.4,363.8,21.95,5.712,42.5,1.7,0.303,47.89,1.73,,0.006,0.77,,,,Branded Foods,,1,Whole Nutrient
pork panbroiled cooked separable lean and fat boneless center loin chops loin fresh,1.0,9.35,232.0,0.0,0.06,15.342,0.62,20.4,363.8,21.95,5.712,42.5,1.7,0.303,47.89,1.73,,0.006,0.77,,,,Branded Foods,,1,Whole Nutrient
pork panbroil heated separable lean and fat bonein slice ham  water added cured,3.31,9.35,141.0,1.31,0.12,7.421,0.91,16.15,238.0,17.68,2.466,1112.65,10.2,0.371,55.66,1.86,0.057,0.019,,,,,Branded Foods,,2,Frozen & Preserved
milk without added vitamin a and vitamin d 2 milkfat fluid reduced fat,1.75,295.2,123.0,11.81,0.01,4.871,0.05,27.06,344.4,8.12,3.092,115.62,68.88,0.093,219.46,1.18,0.209,0.034,0.0,,,,Branded Foods,,0,Confectionaries
milk with added vitamin a and vitamin d 2 milkfat fluid reduced fat,1.75,295.2,123.0,11.81,0.01,4.871,0.05,27.06,344.4,8.12,3.092,115.62,68.88,0.093,219.46,1.18,0.209,0.034,0.0,,,,Branded Foods,,0,Confectionaries
betty crocker spongebob fruit flavored snacks 10 count by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
doritos dinamita nacho picoso rolled tortilla chips1125 ounce plastic bag by frito lay,,40.07,170.0,19.0,,8.999,0.0,,,2.0,1.501,240.09,,,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
lays kettle cooked original potato chips 85 ounce plastic bag by frito lay,,0.0,160.0,16.0,,8.999,0.36,15.96,369.88,2.0,1.501,89.88,,0.2,,0.3,0.0,,,,,,Branded Foods,,3,Packaged
pork panfried cooked separable lean and fat bonein center loin chops loin fresh,1.07,45.05,202.0,0.0,0.1,11.322,0.79,19.55,300.05,23.49,4.137,79.9,4.25,0.446,49.63,2.72,0.064,0.01,0.51,,,,Branded Foods,,4,Keto & Strength
pork braised cooked separable lean and fat bonein center rib chops loin fresh,1.07,45.05,202.0,0.0,0.1,11.322,0.79,19.55,300.05,23.49,4.137,79.9,4.25,0.446,49.63,2.72,0.064,0.01,0.51,,,,Branded Foods,,4,Keto & Strength
pork panfried cooked separable lean and fat boneless center rib chops loin fresh,1.07,45.05,202.0,0.0,0.1,11.322,0.79,19.55,300.05,23.49,4.137,79.9,4.25,0.446,49.63,2.72,0.064,0.01,0.51,,,,Branded Foods,,4,Keto & Strength
pork panbroiled cooked separable lean and fat boneless center loin chops loin fresh,1.07,45.05,202.0,0.0,0.1,11.322,0.79,19.55,300.05,23.49,4.137,79.9,4.25,0.446,49.63,2.72,0.064,0.01,0.51,,,,Branded Foods,,4,Keto & Strength
pork roasted cooked separable lean and fat bonein center loin roasts loin fresh,1.07,45.05,202.0,0.0,0.1,11.322,0.79,19.55,300.05,23.49,4.137,79.9,4.25,0.446,49.63,2.72,0.064,0.01,0.51,,,,Branded Foods,,4,Keto & Strength
gushers tropical flavors fruit flavored snacks 6 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers tropical flavors fruit flavored snacks 2 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
pork roasted heated separable lean only bonein shank ham and water product cured,2.92,7.65,112.0,1.07,0.08,3.783,0.99,12.75,190.4,18.44,1.25,888.25,9.35,0.34,58.85,2.4,0.037,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork roasted heated separable lean only boneless whole ham and water product cured,2.92,7.65,112.0,1.07,0.08,3.783,0.99,12.75,190.4,18.44,1.25,888.25,9.35,0.34,58.85,2.4,0.037,0.019,,71.0,39.0,134.0,Branded Foods,,2,Frozen & Preserved
bugles sweet and salty chocolate peanut butter snacks by general mills sales inc,,,160.0,20.0,,8.0,1.0,,,2.0,4.998,129.92,,,,,0.0,,,,,,Foundation Foods,Tomatoes,0,Confectionaries
annies organic mini bunny fruit snacks 5 count by general mills sales inc,,0.0,70.0,19.0,,0.0,0.0,,0.0,0.0,0.0,54.97,,,,,0.0,,,,,,,,0,Confectionaries
cake with added fiber lowfat with icing or filling not chocolate snack cakes,0.32,60.21,111.0,20.06,0.02,3.008,0.36,2.97,19.71,1.0,1.003,85.32,1.35,0.013,2.61,0.13,0.0,,0.08,,,,Branded Foods,Powdered_Drinks,0,Confectionaries
crackers made with corn starch and white rice flour multigrain and vegetable glutenfree,0.29,3.0,49.0,8.23,0.01,1.649,0.06,1.6,9.2,0.27,0.611,95.23,,0.007,0.27,0.05,0.005,0.032,,,,,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
milk with added vitamin a and vitamin d reduced fat commercial fluid chocolate,2.02,272.5,190.0,30.32,0.19,4.75,0.6,35.0,422.5,7.47,2.942,165.0,160.0,0.06,205.43,0.97,,0.155,3.0,,,,Branded Foods,,0,Confectionaries
cheetos mix ups xtra cheesy mix cheese flavored snacks 325z by frito lay,,19.88,160.0,15.0,,9.999,0.5,,40.04,2.0,1.501,250.04,,,,,0.0,,,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
crunch n munch buttery toffee popcorn with peanuts 6 oz by conagra brands,,0.0,150.0,24.0,,5.0,0.0,,0.0,2.0,1.001,159.96,,,,,0.0,,,,,,Branded Foods,Crusts_AND_Dough,0,Confectionaries
pork unheated separable lean and fat boneless whole ham and water product cured,2.75,6.8,127.0,2.31,0.11,7.896,1.18,11.9,174.25,11.64,2.615,934.15,8.5,0.291,60.41,1.36,0.061,0.019,,1.0,40.0,134.0,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean and fat bonein slice ham and water product cured,2.75,6.8,127.0,2.31,0.11,7.896,1.18,11.9,174.25,11.64,2.615,934.15,8.5,0.291,60.41,1.36,0.061,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork panfried cooked separable lean and fat bonein center loin chops loin fresh,0.91,45.05,222.0,0.0,0.09,13.838,0.69,16.15,220.15,22.66,4.62,59.5,4.25,0.417,48.32,2.63,0.075,0.009,0.77,,,,Branded Foods,,4,Keto & Strength
pork braised cooked separable lean and fat bonein center rib chops loin fresh,0.91,45.05,222.0,0.0,0.09,13.838,0.69,16.15,220.15,22.66,4.62,59.5,4.25,0.417,48.32,2.63,0.075,0.009,0.77,,,,Branded Foods,,4,Keto & Strength
pork panfried cooked separable lean and fat boneless center rib chops loin fresh,0.91,45.05,222.0,0.0,0.09,13.838,0.69,16.15,220.15,22.66,4.62,59.5,4.25,0.417,48.32,2.63,0.075,0.009,0.77,,,,Branded Foods,,4,Keto & Strength
pork panbroiled cooked separable lean and fat boneless center loin chops loin fresh,0.91,45.05,222.0,0.0,0.09,13.838,0.69,16.15,220.15,22.66,4.62,59.5,4.25,0.417,48.32,2.63,0.075,0.009,0.77,,,,Branded Foods,,4,Keto & Strength
vegetables no salt added mixed corn lima beans peas green beans carrots canned,1.62,38.22,67.0,13.3,0.19,0.364,1.18,27.3,251.16,2.55,0.071,47.32,1061.06,0.146,164.16,0.93,0.0,,0.0,5.0,74.0,,Branded Foods,,3,Packaged
annies organic bernies farm fruit snacks 5 count by general mills sales inc,,0.0,70.0,19.0,,0.0,0.0,,,0.0,0.0,45.08,,,,,0.0,,,,,,,,3,Packaged
gushers strawberry splash and tropical fruit 6 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical flavors 20 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers strawberry splash and tropical flavors 42 count by general mills sales inc,,0.0,80.0,18.0,,1.0,0.0,,,0.0,0.499,40.02,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers tropical flavors fruit flavored snacks 6 count by general mills sales inc,,0.0,90.0,20.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
gushers tropical flavors fruit flavored snacks 2 count by general mills sales inc,,0.0,90.0,20.0,,1.5,0.0,,,0.0,0.499,44.98,,,,,0.0,,,,,,Branded Foods,,3,Packaged
